Nome,Stato,Altitudine (m),Latitudine,Longitudine,Regione/Cantone/Bundesland,Provincia/Distretto,Tipo strada,Superficie,Rif. strada,Wikipedia
Prekowahöhe,Austria,973,46.7714876,14.0040514,Kärnten,Feldkirchen,primary,asphalt,B95,de:Prekowahöhe
Schöffbaumhöhe,Austria,766,47.8086519,13.2916492,Salzburg,Salzburg-Umgebung,tertiary,asphalt,L227,
Turracher Höhe,Austria,1795,46.9131659,13.8764531,Kärnten,Feldkirchen,primary,asphalt,B95,de:Turracher Höhe
Franz-Josefs-Höhe,Austria,951,48.3409941,15.3405038,Niederösterreich,Krems(Land),service,asphalt,,
Hochrindl,Austria,1617,46.8599522,13.9941599,Kärnten,Feldkirchen,tertiary,asphalt,L65,de:Hochrindl
Pfarralm,Austria,924,47.8507658,15.3907006,Niederösterreich,Lilienfeld,secondary,asphalt,L101,de:Pfarralm
Windische Höhe,Austria,1110,46.6359582,13.546681,Kärnten,Hermagor,secondary,asphalt,L33,de:Windische Höhe
Leber,Austria,735,47.1691163,15.4167908,Steiermark,Graz-Umgebung,tertiary,asphalt,,de:Leber (Gemeinde Stattegg)
Marblinger Höhe,Austria,683,47.6004057,12.14761,Tirol,Kufstein,secondary,asphalt,L37,
Schönenbachpass,Austria,1048,47.3737701,10.0129518,Vorarlberg,Bregenz,unclassified,asphalt,,
Sausteigpass,Austria,1047,47.4415065,10.0126695,Vorarlberg,Bregenz,tertiary,asphalt,L24,
Türli,Svizzera,615,47.2639846,8.7129321,Zürich,Meilen,tertiary;unclassified,asphalt,,
Passo del Bernina,Svizzera,2330,46.4109207,10.0276209,Graubünden,Bernina,primary,asphalt,29,de:Berninapass
Pass dal Fuorn,Svizzera,2150,46.639767,10.2921702,Graubünden,Engiadina B./Val Müstair,primary,asphalt,28,de:Ofenpass
Col du Pillon,Svizzera,1546,46.3534286,7.2045971,Vaud,Aigle,secondary,asphalt,142,fr:Col du Pillon
Regensberger Pass,Svizzera,0,47.482174,8.4363804,Zürich,Dielsdorf,service;tertiary,asphalt,,
Multenegg,Svizzera,1083,46.7605657,7.692178,Bern,Thun,tertiary;unclassified,asphalt,,
Albispass,Svizzera,790,47.276007,8.5211431,Zürich,Horgen,secondary,asphalt,,de:Albispass
Col de Pétra Félix,Svizzera,1144,46.6591315,6.3481321,Vaud,Morges,secondary;service,asphalt,129,
Malojapass,Svizzera,1815,46.3999357,9.6958071,Graubünden,Maloja,primary;residential,asphalt,3,de:Malojapass
Bänkelloch,Svizzera,623,47.2814554,8.0875615,Aargau,Zofingen,residential,asphalt,,
Waldegg,Svizzera,986,47.4027307,9.4110952,Appenzell Ausserrhoden,Mittelland,service;track;unclassified,asphalt,,
Passo dell'Alpe di Neggia,Svizzera,1395,46.1106685,8.8454537,Ticino,Locarno,service;tertiary,asphalt,,it:Alpe di Neggia
Staffelegg,Svizzera,621,47.433821,8.0604612,Aargau,Aarau,primary;tertiary,asphalt,24;K 474,de:Staffelegg
Col du Chasseral,Svizzera,1502,47.1194229,7.0322992,Bern,Jura bernois,tertiary;unclassified,asphalt,1384,
Col des Etroits,Svizzera,1152,46.8298657,6.4950363,Vaud,Jura-Nord vaudois,secondary;unclassified,asphalt,151,
Oberalppass,Svizzera,2044,46.658739,8.6711693,Uri,,primary,asphalt,19,de:Oberalppass
Stockerehöchi,Svizzera,692,46.9876059,7.5096959,Bern,Bern-Mittelland,secondary,asphalt,234.3,
Vue des Alpes,Svizzera,1283,47.072722,6.869822,Neuchâtel,,primary;service,asphalt,1320,fr:Vue des Alpes
Benkerjoch,Svizzera,674,47.4354357,8.0300873,Aargau,Aarau,service;tertiary,asphalt,,
Bööler Passhöchi,Svizzera,611,47.3073384,8.0841865,Aargau,Kulm,secondary;unclassified,asphalt,285,
Col du Mollendruz,Svizzera,1180,46.6499071,6.3658882,Vaud,Morges,path;secondary;service,asphalt,129,
Whiskypass,Svizzera,558,47.3495675,8.460075,Zürich,Affoltern,tertiary,asphalt,,
Michaelskreuz,Svizzera,793,47.1133305,8.4157942,Luzern,Luzern-Land,tertiary,asphalt,,
Salhöhe,Svizzera,779,47.4289261,7.9859682,Solothurn,Gösgen,secondary;track,asphalt,536,de:Salhöhe
Gwattegg,Svizzera,636,46.7168328,7.6211253,Bern,Thun,unclassified,asphalt,,
Talhöchi,Svizzera,769,46.980575,7.517062,Bern,Bern-Mittelland,service;track;unclassified,asphalt,,
Wissegg,Svizzera,1058,47.3923592,9.4609275,Appenzell Ausserrhoden,Mittelland,tertiary,asphalt,AR 47,
Siglistorfer,Svizzera,506,47.5317481,8.3729953,Aargau,Zurzach,residential;secondary,asphalt,K 431,
Belchen,Svizzera,526,47.5557093,8.3857487,Aargau,Zurzach,tertiary;track,asphalt,K 283,
Hochwacht Roset,Svizzera,638,47.4560446,9.0040401,Thurgau,Münchwilen,track;unclassified,asphalt,,
Rothenfluh Passhöhe,Svizzera,471,47.4690583,7.9425689,Aargau,Laufenburg,tertiary,asphalt,,
Sankt Luzisteig,Svizzera,713,47.0296057,9.5281921,Graubünden,Landquart,secondary,asphalt,414,
Col de Chaude,Svizzera,1621,46.4217732,6.997642,Vaud,Aigle,unclassified,asphalt,,
St. Anton,Svizzera,1110,47.4099424,9.5351717,Appenzell Innerrhoden,,tertiary,asphalt,,de:St. Anton (Pass)
Mutschellenpass,Svizzera,551,47.3624038,8.3669924,Aargau,Bremgarten,primary,asphalt,1,de:Mutschellen
Mittelberg,Svizzera,1632,46.5468938,7.2571001,Bern,Obersimmental-Saanen,unclassified,asphalt,,
Punt dal Gall,Svizzera,1805,46.6243598,10.1959583,Graubünden,Engiadina B./Val Müstair,secondary;service,asphalt,,
Albulapass,Svizzera,2312,46.5822515,9.8376821,Graubünden,Maloja,secondary,asphalt,,de:Albulapass
Ruppenpass,Svizzera,1016,47.396096,9.5026123,Appenzell Ausserrhoden,Mittelland,tertiary,asphalt,AR 29,de:Ruppenpass
Buchenegg,Svizzera,786,47.2961438,8.5078089,Zürich,Affoltern,service;tertiary,asphalt,,de:Buechenegg
Mänziwilegg,Svizzera,907,46.9568526,7.6028303,Bern,Bern-Mittelland,residential;unclassified,asphalt,,
Winterlücke,Svizzera,1391,46.7224218,8.2341995,Bern,Interlaken-Oberhasli,track;unclassified,asphalt,,
Vorder Höhi,Svizzera,1537,47.1693475,9.1996504,St. Gallen,See-Gaster,track,asphalt,,de:Vorder Höhi
Col des Mosses,Svizzera,1445,46.3989758,7.1026303,Vaud,Aigle,primary;track,asphalt,11,de:Col des Mosses
Höhtal,Svizzera,0,47.4863978,8.3347783,Aargau,Baden,secondary,asphalt,279,
Buseregg,Svizzera,581,47.4952196,7.855764,Basel-Landschaft,Sissach,secondary;service;unclassified,asphalt,,
Glaubenbielen,Svizzera,1611,46.8188105,8.0931667,Obwalden,,tertiary,asphalt,,
Heitlig,Svizzera,516,47.5091096,8.453998,Zürich,Dielsdorf,cycleway,asphalt,,
Glaubenbergpass,Svizzera,1540,46.8924559,8.1076661,Obwalden,,tertiary,asphalt,,de:Glaubenberg
Jaunpass,Svizzera,1508,46.5921588,7.3390803,Bern,Obersimmental-Saanen,secondary,asphalt,219,de:Jaunpass
Sustenpass,Svizzera,2224,46.7291199,8.4465197,Bern,Interlaken-Oberhasli,primary,asphalt,11,de:Sustenpass
Simplonpass,Svizzera,2006,46.2502113,8.0316806,Valais,Brig,primary,asphalt,9S,de:Simplonpass
Grimselpass,Svizzera,2164,46.5615193,8.3376971,Valais,Goms,primary,asphalt,6,de:Grimselpass
Brünigpass,Svizzera,1005,46.7568632,8.1369857,Bern,Interlaken-Oberhasli,primary,asphalt,4,de:Brünigpass
Flüelapass,Svizzera,2383,46.7474997,9.9502838,Graubünden,Engiadina B./Val Müstair,primary,asphalt,28,de:Flüelapass
Wolfgangpass,Svizzera,1630,46.8326555,9.8537391,Graubünden,Prättigau / Davos,primary,asphalt,28,de:Wolfgang (Pass)
Stoss,Svizzera,943,47.3608479,9.4948877,Appenzell Ausserrhoden,Mittelland,secondary,asphalt,448,de:Stoss AR
Passo del Lucomagno,Svizzera,1972,46.5743059,8.8011831,Graubünden,Surselva,secondary,asphalt,416,de:Lukmanierpass
Nufenenpass / Passo della Novena,Svizzera,2480,46.4771192,8.3878277,Ticino,Leventina,secondary,asphalt,413,de:Nufenenpass
Col des Rangiers,Svizzera,856,47.3848171,7.219149,Jura,Porrentruy,primary;residential,asphalt,6,de:Col des Rangiers
Monte Ceneri,Svizzera,558,46.1391772,8.9070853,Ticino,Lugano,primary,asphalt,2,
Unterer Hauenstein,Svizzera,690,47.3813435,7.8689804,Solothurn,Gösgen,primary,asphalt,2,de:Unterer Hauenstein
Pragelpass,Svizzera,1548,46.9993678,8.8695,Schwyz,Schwyz,tertiary,asphalt,,de:Pragelpass
Schallenbergpass,Svizzera,1167,46.8261526,7.7968569,Bern,Emmental,secondary,asphalt,229.4,de:Schallenbergpass
Julierpass,Svizzera,2284,46.4722136,9.7281463,Graubünden,Albula,primary,asphalt,3,
Klausenpass,Svizzera,1952,46.868191,8.8554418,Uri,,primary,asphalt,17,de:Klausenpass
Oberer Hauenstein,Svizzera,734,47.3516584,7.7639828,Basel-Landschaft,Waldenburg,primary;tertiary,asphalt,12,de:Oberer Hauenstein
Wildhaus,Svizzera,1098,47.2033287,9.3505063,St. Gallen,Toggenburg,primary;tertiary,asphalt,16,de:Wildhaus (Pass)
Wasserfluh,Svizzera,848,47.3260492,9.1145655,St. Gallen,Toggenburg,primary,asphalt,8,de:Wasserfluh
Etzelpass,Svizzera,950,47.173448,8.7722721,Schwyz,Einsiedeln,tertiary,asphalt,,de:Etzelpass
Sternenbergpass,Svizzera,952,47.376628,8.942942,Zürich,Pfäffikon,path;tertiary,asphalt,808;K 49,
Oberricken,Svizzera,908,47.2732357,9.0276053,St. Gallen,See-Gaster,tertiary;track,asphalt,,de:Oberricken
Pass Umbrail - Giogo di Santa Maria,Svizzera,2501,46.5416453,10.4331767,Graubünden,Engiadina B./Val Müstair,secondary,asphalt,559;SS38 dir/B,de:Umbrailpass
Bözbergpass,Svizzera,569,47.4809317,8.1387466,Aargau,Brugg,primary;service,asphalt,3,
Biberegg,Svizzera,932,47.0933842,8.6694322,Schwyz,Schwyz,primary,asphalt,8,
Col de Pierre Pertuis,Svizzera,827,47.2100173,7.1942258,Bern,Jura bernois,primary,asphalt,6;30,de:Col de Pierre Pertuis
Glaspass,Svizzera,1843,46.676747,9.3452475,Graubünden,Viamala,track;unclassified,asphalt,,
Ornpass,Svizzera,925,47.2892117,8.8835557,Zürich,Hinwil,tertiary;unclassified,asphalt,,
Col du Fuet,Svizzera,935,47.2506827,7.1836947,Bern,Jura bernois,secondary;unclassified,asphalt,248.4,
Col du Grand Saint-Bernard,Svizzera,2469,45.8690526,7.1704088,Valais,Entremont,tertiary,asphalt,21,fr:Col du Grand-Saint-Bernard
Gurnigelpass,Svizzera,1608,46.7320348,7.4478818,Bern,Bern-Mittelland,secondary;track,asphalt,230.1,de:Gurnigel
Binzberg,Svizzera,1014,47.2519758,7.4308296,Solothurn,Thal,path;unclassified,asphalt,,
Col de la Croix,Svizzera,1776,46.3247023,7.1267183,Vaud,Aigle,tertiary,asphalt,,
Col de la Gueulaz,Svizzera,1965,46.0685607,6.9372683,Valais,Saint-Maurice,unclassified,asphalt,,
Col de la Givrine,Svizzera,1232,46.4560036,6.0884435,Vaud,Nyon,secondary,asphalt,123,
Pas de Morgins,Svizzera,1371,46.2497016,6.8458901,Valais,Monthey,secondary,asphalt,D 22,fr:Pas de Morgins
Raten,Svizzera,1077,47.1418019,8.6632942,Zug,,tertiary,asphalt,,de:Raten
Saanenmöser,Svizzera,1279,46.5144482,7.3046961,Bern,Obersimmental-Saanen,primary,asphalt,11,
Col des Pontins,Svizzera,1110,47.1325771,6.9966847,Bern,Jura bernois,secondary,asphalt,1328,
Grenchenbergpass,Svizzera,1348,47.2235231,7.3696918,Bern,Jura bernois,unclassified,asphalt,,
Schwägalp Passhöhe,Svizzera,1300,47.253535,9.3036882,St. Gallen,Toggenburg,secondary,asphalt,448,de:Schwägalp
Col du Chalet-à-Gobet,Svizzera,872,46.5664651,6.6966118,Vaud,Lausanne,primary,asphalt,1,fr:Col du Chalet-à-Gobet
Ricken,Svizzera,786,47.26273,9.0443388,St. Gallen,See-Gaster,primary;residential;secondary,asphalt,427;8,
Oberschönegg,Svizzera,783,46.798068,7.4927736,Bern,Thun,service;track;unclassified,asphalt,,
Passo del San Gottardo,Svizzera,2106,46.5593092,8.5611537,Ticino,Leventina,primary,asphalt,2,de:Gotthardpass
Hüttiker Berg,Svizzera,521,47.4396414,8.3867046,Zürich,Dielsdorf,unclassified,asphalt,,
Col de Champex,Svizzera,1498,46.0318109,7.106786,Valais,Entremont,service;tertiary,asphalt,,
Bättlerchuchi Pass,Svizzera,1074,47.2748714,7.5999335,Bern,Oberaargau,unclassified,asphalt,,
Ibergeregg,Svizzera,1406,47.0174278,8.7332101,Schwyz,Schwyz,secondary,asphalt,,de:Ibergeregg
Sattelegg,Svizzera,1190,47.1273339,8.8468234,Schwyz,March,tertiary,asphalt,,de:Sattelegg
Passo dello Spluga - Splügenpass,Svizzera,2115,46.5056163,9.3303355,Graubünden,Viamala,secondary,asphalt,567,de:Splügenpass
Hulftegg,Svizzera,954,47.3621664,8.9666455,St. Gallen,Toggenburg,tertiary,asphalt,SG 40,de:Hulftegg
Zurzacherberg Passhöhe,Svizzera,490,47.5755906,8.2775172,Aargau,Zurzach,secondary,asphalt,295.1,
Col du Mont Crosin,Svizzera,1226,47.1906218,7.0399124,Bern,Jura bernois,secondary,asphalt,248.2,
Siblingerhöhe,Svizzera,554,47.7218946,8.5044671,Schaffhausen,Schleitheim,primary;tertiary,asphalt,14,
Ovronnaz,Svizzera,1360,46.201546,7.1780864,Valais,Conthey,tertiary,asphalt,,
Balmberg Passhöhe,Svizzera,1078,47.2661415,7.5395778,Solothurn,Lebern,tertiary,asphalt,,
Vorderer Pfannenstiel,Svizzera,727,47.2864413,8.6812376,Zürich,Meilen,tertiary,asphalt,714,
Col de la Tourne,Svizzera,0,46.9837201,6.7788587,Neuchâtel,,secondary,asphalt,170,
